type_line,oracle_text,edhrec_rank,colors,cmc,rarity,toughness,name,keywords,color_identity,power,mana_cost
Sorcery,"Return target creature card from your graveyard to the battlefield.
Flashback—Sacrifice three creatures. (You may cast this card from your graveyard for its flashback cost. Then exile it.)",581,['B'],4.0,uncommon,,Dread Return,['Flashback'],['B'],,{2}{B}{B}
Creature — Human Wizard,"Whenever another Human enters the battlefield under your control, untap Captain of the Mists.
{1}{U}, {T}: You may tap or untap target permanent.",8031,['U'],3.0,rare,3,Captain of the Mists,[],['U'],2,{2}{U}
Creature — Demon,"Flying, trample
When Mindwrack Demon enters the battlefield, put the top four cards of your library into your graveyard.
Delirium — At the beginning of your upkeep, you lose 4 life unless there are four or more card types among cards in your graveyard.",7086,['B'],4.0,mythic,5,Mindwrack Demon,"['Flying', 'Delirium', 'Trample']",['B'],4,{2}{B}{B}
Legendary Creature — Human Soldier,"Vigilance
Whenever Taranika, Akroan Veteran attacks, untap another target creature you control. Until end of turn, that creature has base power and toughness 4/4 and gains indestructible.",8674,['W'],3.0,rare,3,"Taranika, Akroan Veteran",['Vigilance'],['W'],3,{1}{W}{W}
Creature — Elemental,"Fertilid enters the battlefield with two +1/+1 counters on it.
{1}{G}, Remove a +1/+1 counter from Fertilid: Target player searches their library for a basic land card, puts it onto the battlefield tapped, then shuffles their library.",655,['G'],3.0,common,0,Fertilid,[],['G'],0,{2}{G}
Sorcery,"Create two 2/2 black Zombie creature tokens.
Flashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",8403,['B'],4.0,common,,Moan of the Unhallowed,['Flashback'],['B'],,{2}{B}{B}
Instant,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,1238,['U'],2.0,common,,Anticipate,[],['U'],,{1}{U}
Creature — Shapeshifter,"{1}{U}{B}: Exile target creature card from a graveyard. Dimir Doppelganger becomes a copy of that card, except it has this ability.",2737,"['B', 'U']",3.0,rare,2,Dimir Doppelganger,[],"['B', 'U']",0,{1}{U}{B}
Instant,Target attacking creature gets +2/+2 until end of turn. Each attacking non-Human creature gains trample until end of turn.,8075,['R'],1.0,common,,Barge In,[],['R'],,{R}
Enchantment — Aura,"Enchant creature you control
When Aspect of Lamprey enters the battlefield, target opponent discards two cards.
Enchanted creature has lifelink.",13442,['B'],4.0,common,,Aspect of Lamprey,['Enchant'],['B'],,{3}{B}
Sorcery,"Mythos of Vadrok deals 5 damage divided as you choose among any number of target creatures and/or planeswalkers. If {W}{U} was spent to cast this spell, until your next turn, those permanents can't attack or block and their activated abilities can't be activated.",15698,['R'],4.0,rare,,Mythos of Vadrok,[],"['R', 'U', 'W']",,{2}{R}{R}
Instant,"Scorching Dragonfire deals 3 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",10563,['R'],2.0,common,,Scorching Dragonfire,[],['R'],,{1}{R}
Artifact — Equipment,"Flash
When Shining Armor enters the battlefield, attach it to target Knight you control.
Equipped creature gets +0/+2 and has vigilance.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",8639,['W'],2.0,common,,Shining Armor,"['Equip', 'Flash']",['W'],,{1}{W}
Instant,"Counter target creature or enchantment spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",11343,['U'],3.0,common,,Deny the Divine,[],['U'],,{2}{U}
Enchantment,"When Banishing Light enters the battlefield, exile target nonland permanent an opponent controls until Banishing Light leaves the battlefield. (That permanent returns under its owner's control.)",869,['W'],3.0,uncommon,,Banishing Light,[],['W'],,{2}{W}
Instant,Target creature gets -4/-0 until end of turn. Scry 2.,15401,['U'],1.0,common,,Chain to Memory,['Scry'],['U'],,{U}
Enchantment,Each player can't cast more than one spell each turn.,2069,['W'],3.0,uncommon,,Rule of Law,[],['W'],,{2}{W}
Legendary Creature — Human,"Alirios, Enraptured enters the battlefield tapped.
Alirios doesn't untap during your untap step if you control a Reflection.
When Alirios enters the battlefield, create a 3/2 blue Reflection creature token.",11606,['U'],3.0,uncommon,3,"Alirios, Enraptured",[],['U'],2,{2}{U}
Creature — Human Soldier,"When Slayer of the Wicked enters the battlefield, you may destroy target Vampire, Werewolf, or Zombie.",17240,['W'],4.0,uncommon,2,Slayer of the Wicked,[],['W'],3,{3}{W}
Creature — Angel,"Flying
When Dawning Angel enters the battlefield, you gain 4 life.",12469,['W'],5.0,common,2,Dawning Angel,['Flying'],['W'],3,{4}{W}
Legendary Artifact,"White creature spells you cast cost {1} less to cast.
Whenever you cast a creature spell, create a 1/1 white Warrior creature token with vigilance.",733,[],3.0,uncommon,,Oketra's Monument,[],[],,{3}
Creature — Human Cleric,"Whenever another creature enters the battlefield, you gain 1 life.",700,['W'],1.0,common,1,Soul Warden,[],['W'],1,{W}
Creature — Unicorn // Sorcery — Adventure,,12588,['W'],5.0,common,3,Lonesome Unicorn // Rider in Need,['Vigilance'],['W'],3,{4}{W} // {2}{W}
Instant,Counter target spell. Scry 2.,10621,['U'],4.0,common,,Memory Drain,['Scry'],['U'],,{2}{U}{U}
Sorcery,"Tap target creature. It doesn't untap during its controller's next untap step.
Escape—{2}{U}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",15454,['U'],1.0,common,,Sleep of the Dead,['Escape'],['U'],,{U}
Creature — Merfolk Wizard,Shaper Apprentice has flying as long as you control another Merfolk.,10358,['U'],2.0,common,1,Shaper Apprentice,[],['U'],2,{1}{U}
Sorcery,Exile target artifact or enchantment.,3317,['W'],2.0,common,,Revoke Existence,[],['W'],,{1}{W}
Enchantment,"Whenever an opponent draws a card, Underworld Dreams deals 1 damage to that player.",1666,['B'],3.0,uncommon,,Underworld Dreams,[],['B'],,{B}{B}{B}
Legendary Creature — Human Knight,"Whenever Syr Faren, the Hengehammer attacks, another target attacking creature gets +X/+X until end of turn, where X is Syr Faren's power.",8538,['G'],2.0,uncommon,2,"Syr Faren, the Hengehammer",[],['G'],2,{G}{G}
Creature — Human Pirate,"Raid — When Shipwreck Looter enters the battlefield, if you attacked this turn, you may draw a card. If you do, discard a card.",10912,['U'],2.0,common,1,Shipwreck Looter,['Raid'],['U'],2,{1}{U}
Creature — Vampire Soldier,"Whenever Vicious Conquistador attacks, each opponent loses 1 life.",4182,['B'],1.0,uncommon,2,Vicious Conquistador,[],['B'],1,{B}
Instant,Destroy target attacking creature. You gain life equal to its power.,10952,['W'],4.0,uncommon,,Chastise,[],['W'],,{3}{W}
Creature — Archon,"Flying
When Archon of Falling Stars dies, you may return target enchantment card from your graveyard to the battlefield.",10914,['W'],6.0,uncommon,4,Archon of Falling Stars,['Flying'],['W'],4,{4}{W}{W}
Creature — Elemental Lizard,"Whenever Scorch Spitter attacks, it deals 1 damage to the player or planeswalker it's attacking.",9803,['R'],1.0,common,1,Scorch Spitter,[],['R'],1,{R}
Creature — Human Cleric Ally,"Whenever you gain life, you may pay {W}. If you do, put a +1/+1 counter on target creature.",8044,['W'],2.0,uncommon,2,Serene Steward,[],['W'],2,{1}{W}
Creature — Spirit Soldier,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Spectral Gateguards is paired with another creature, both creatures have vigilance.",16602,['W'],5.0,common,5,Spectral Gateguards,['Soulbond'],['W'],2,{4}{W}
Instant,Target creature gets +2/+2 and gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.),8262,['W'],2.0,common,,Moment of Heroism,[],['W'],,{1}{W}
Instant,Draw three cards. Then discard two cards unless you discard an enchantment card.,6857,['U'],3.0,common,,Thirst for Meaning,[],['U'],,{2}{U}
Creature — Merfolk Wizard,"Whenever Towering-Wave Mystic deals damage, target player puts that many cards from the top of their library into their graveyard.",13937,['U'],2.0,common,1,Towering-Wave Mystic,[],['U'],2,{1}{U}
Creature — Human Knight,"Adamant — If at least three white mana was spent to cast this spell, Ardenvale Paladin enters the battlefield with a +1/+1 counter on it.",13350,['W'],4.0,common,5,Ardenvale Paladin,['Adamant'],['W'],2,{3}{W}
Creature — Zombie Merfolk,"Deathtouch
When Mire Triton enters the battlefield, put the top two cards of your library into your graveyard and you gain 2 life.",6518,['B'],2.0,uncommon,1,Mire Triton,['Deathtouch'],['B'],2,{1}{B}
Creature — Spirit,"Flying
When Topplegeist enters the battlefield, tap target creature an opponent controls.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, tap target creature that player controls.",7621,['W'],1.0,uncommon,1,Topplegeist,"['Flying', 'Delirium']",['W'],1,{W}
Creature — Merfolk Wizard,"Constellation — Whenever an enchantment enters the battlefield under your control, Triton Waverider gains flying until end of turn.",17849,['U'],4.0,common,3,Triton Waverider,['Constellation'],['U'],3,{3}{U}
Creature — Griffin,"Flying
Whenever another creature enters the battlefield under your control, Griffin Protector gets +1/+1 until end of turn.",12760,['W'],4.0,common,3,Griffin Protector,['Flying'],['W'],2,{3}{W}
Enchantment — Aura,"Flash
Enchant creature
Enchanted creature gets -2/-0. It gets -6/-0 instead as long as its controller has seven or more cards in their graveyard.",13676,['U'],1.0,common,,So Tiny,"['Enchant', 'Flash']",['U'],,{U}
Creature — Angel,"Flying
When Emancipation Angel enters the battlefield, return a permanent you control to its owner's hand.",5313,['W'],3.0,uncommon,3,Emancipation Angel,['Flying'],['W'],3,{1}{W}{W}
Creature — Human Knight,"Menace (This creature can't be blocked except by two or more creatures.)
Adamant — If at least three black mana was spent to cast this spell, Locthwain Paladin enters the battlefield with a +1/+1 counter on it.",13112,['B'],4.0,common,2,Locthwain Paladin,"['Adamant', 'Menace']",['B'],3,{3}{B}
Creature — Ogre Knight,"Whenever Ogre Errant attacks, another target attacking Knight gains menace until end of turn. (It can't be blocked except by two or more creatures.)",13719,['R'],4.0,common,4,Ogre Errant,[],['R'],3,{3}{R}
Instant,"Searing Barrage deals 5 damage to target creature.
Adamant — If at least three red mana was spent to cast this spell, Searing Barrage deals 3 damage to that creature's controller.",13478,['R'],5.0,common,,Searing Barrage,['Adamant'],['R'],,{4}{R}
Creature — Human Rogue,"When Tooth Collector enters the battlefield, target creature an opponent controls gets -1/-1 until end of turn.
Delirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, target creature that player controls gets -1/-1 until end of turn.",16193,['B'],3.0,uncommon,2,Tooth Collector,['Delirium'],['B'],3,{2}{B}
Creature — Unicorn,"Constellation — Whenever an enchantment enters the battlefield under your control, tap target creature an opponent controls.",14357,['W'],5.0,common,4,Captivating Unicorn,['Constellation'],['W'],4,{4}{W}
Creature — Vampire Noble,"Flying
Whenever Falkenrath Noble or another creature dies, target player loses 1 life and you gain 1 life.",547,['B'],4.0,common,2,Falkenrath Noble,['Flying'],['B'],2,{3}{B}
Creature — Goblin Knight,{1}{R}: Weaselback Redcap gets +2/+0 until end of turn.,12243,['R'],1.0,common,1,Weaselback Redcap,[],['R'],1,{R}
Creature — Zombie,"When Ghoulraiser enters the battlefield, return a Zombie card at random from your graveyard to your hand.",7710,['B'],3.0,common,2,Ghoulraiser,[],['B'],2,{1}{B}{B}
Sorcery,"Create two 1/1 white Human creature tokens.
Fateful hour — If you have 5 or less life, create five of those tokens instead.",7611,['W'],2.0,common,,Gather the Townsfolk,['Fateful hour'],['W'],,{1}{W}
Enchantment Creature — Nymph,"{1}, Sacrifice a creature: Each opponent loses 1 life and you gain 1 life.",7901,['B'],2.0,common,3,Lampad of Death's Vigil,[],['B'],1,{1}{B}
Enchantment Creature — Fish,"Whenever you cast your first spell during each opponent's turn, you may tap or untap target nonland permanent.",12355,['U'],2.0,uncommon,1,Stinging Lionfish,[],['U'],2,{1}{U}
Instant,Exile any number of target creatures you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.,492,['W'],3.0,rare,,Eerie Interlude,[],['W'],,{2}{W}
Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Chainer's Torment deals 2 damage to each opponent and you gain 2 life.
III — Create an X/X black Nightmare Horror creature token, where X is half your life total, rounded up. It deals X damage to you.",9293,['B'],4.0,uncommon,,Chainer's Torment,[],['B'],,{3}{B}
Enchantment — Aura,"Enchant creature
When Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.
Enchanted creature gets +2/+2.",9570,['G'],5.0,common,,Wolfkin Bond,['Enchant'],['G'],,{4}{G}
Land,"Dismal Backwater enters the battlefield tapped.
When Dismal Backwater enters the battlefield, you gain 1 life.
{T}: Add {U} or {B}.",282,[],0.0,common,,Dismal Backwater,[],"['B', 'U']",,
Creature — Vampire Knight,"Flash
Bloodcrazed Paladin enters the battlefield with a +1/+1 counter on it for each creature that died this turn.",3689,['B'],2.0,rare,1,Bloodcrazed Paladin,['Flash'],['B'],1,{1}{B}
Creature — Elemental Whale,"Whenever Phase Dolphin attacks, another target attacking creature can't be blocked this turn.",16275,['U'],3.0,common,4,Phase Dolphin,[],['U'],1,{2}{U}
Enchantment — Aura,"Flash
Enchant creature
Enchanted creature gets +1/+1.
As long as enchanted creature has vigilance, it assigns combat damage equal to its toughness rather than its power.",19539,['W'],1.0,common,,Solid Footing,"['Enchant', 'Flash']",['W'],,{W}
Land — Swamp,"({T}: Add {B}.)
Witch's Cottage enters the battlefield tapped unless you control three or more other Swamps.
When Witch's Cottage enters the battlefield untapped, you may put target creature card from your graveyard on top of your library.",1326,[],0.0,common,,Witch's Cottage,[],['B'],,
Creature — Human Warlock,"When Barrow Witches enters the battlefield, return target Knight card from your graveyard to your hand.",14114,['B'],5.0,common,4,Barrow Witches,[],['B'],3,{4}{B}
Creature — Dwarf Knight // Instant — Adventure,,9436,['R'],2.0,common,1,Rimrock Knight // Boulder Rush,[],['R'],3,{1}{R} // {R}
Creature — Centaur Advisor,"When Lagonna-Band Storyteller enters the battlefield, you may put target enchantment card from your graveyard on top of your library. If you do, you gain life equal to its converted mana cost.",11733,['W'],4.0,uncommon,4,Lagonna-Band Storyteller,[],['W'],3,{3}{W}
Creature — Merfolk Pirate,"Flash (You may cast this spell any time you could cast an instant.)
Whenever you cast a spell during an opponent's turn, put a +1/+1 counter on Brineborn Cutthroat.",8030,['U'],2.0,uncommon,1,Brineborn Cutthroat,['Flash'],['U'],2,{1}{U}
Artifact Creature — Golem,"When Pattern Matcher enters the battlefield, you may search your library for a card with the same name as another creature you control, reveal it, put it into your hand, then shuffle your library.",15209,[],4.0,uncommon,3,Pattern Matcher,[],[],3,{4}
Enchantment,Each player can't cast more than one noncreature spell each turn.,2872,['W'],1.0,uncommon,,Deafening Silence,[],['W'],,{W}
Legendary Creature — Elder Giant,"When Uro enters the battlefield, sacrifice it unless it escaped.
Whenever Uro enters the battlefield or attacks, you gain 3 life and draw a card, then you may put a land card from your hand onto the battlefield.
Escape—{G}{G}{U}{U}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",3159,"['G', 'U']",3.0,mythic,6,"Uro, Titan of Nature's Wrath",['Escape'],"['G', 'U']",6,{1}{G}{U}
Creature — Human Warrior // Instant — Adventure,,14023,['G'],4.0,common,2,Garenbrig Carver // Shield's Might,[],['G'],3,{3}{G} // {1}{G}
Enchantment — Aura,"Enchant creature
When enchanted creature dies, return that card to the battlefield under your control with a +1/+1 counter on it.",6416,['B'],3.0,common,,Unholy Indenture,['Enchant'],['B'],,{2}{B}
Creature — Faerie,"Flying
Whenever Eye Collector deals combat damage to a player, each player puts the top card of their library into their graveyard.",7600,['B'],1.0,common,1,Eye Collector,['Flying'],['B'],1,{B}
Instant,Prevent all damage that would be dealt this turn by creatures your opponents control.,15251,['G'],3.0,common,,Thwart the Enemy,[],['G'],,{2}{G}
Legendary Creature — Human Advisor,"Whenever an opponent casts a noncreature spell, that player loses 2 life and you gain 2 life.",626,"['B', 'W']",3.0,rare,3,"Kambal, Consul of Allocation",[],"['B', 'W']",2,{1}{W}{B}
Creature — Fox,"As long as you control an artifact or enchantment, Flutterfox has flying.",13224,['W'],2.0,common,2,Flutterfox,[],['W'],2,{1}{W}
Enchantment,"Flash
When Omen of the Sea enters the battlefield, scry 2, then draw a card.
{2}{U}, Sacrifice Omen of the Sea: Scry 2.",3394,['U'],2.0,common,,Omen of the Sea,"['Flash', 'Scry']",['U'],,{1}{U}
Creature — Elemental Druid,"{T}: Add {G}. If you control four or more creatures, add {G}{G} instead.",2899,['G'],2.0,common,3,Leafkin Druid,[],['G'],0,{1}{G}
Creature — Elemental Wizard,"Flying
When Cloudkin Seer enters the battlefield, draw a card.",4159,['U'],3.0,common,1,Cloudkin Seer,['Flying'],['U'],2,{2}{U}
Instant,"This spell costs {X} less to cast, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
Destroy target creature.",5517,['B'],4.0,uncommon,,Drag to the Underworld,[],['B'],,{2}{B}{B}
Creature — Human Soldier,"Whenever another Human enters the battlefield under your control, put a +1/+1 counter on Champion of the Parish.",4789,['W'],1.0,rare,1,Champion of the Parish,[],['W'],1,{W}
Creature — Human Knight,"Trample, haste
When Burning-Yard Trainer enters the battlefield, another target Knight you control gets +2/+2 and gains trample and haste until end of turn.",13094,['R'],5.0,uncommon,3,Burning-Yard Trainer,"['Haste', 'Trample']",['R'],3,{4}{R}
Creature — Human Cleric,{T}: You gain 1 life.,8192,['W'],1.0,common,1,Soulmender,[],['W'],1,{W}
Basic Land — Plains,({T}: Add {W}.),,[],0.0,common,,Plains,[],['W'],,
Sorcery,Up to three target creatures can't block this turn. Destroy any of them that are Walls.,13392,['R'],3.0,common,,Blow Your House Down,[],['R'],,{2}{R}
Instant,"As an additional cost to cast this spell, discard a card.
Draw two cards.",958,['R'],2.0,common,,Thrill of Possibility,[],['R'],,{1}{R}
Creature — Human Cleric,"Whenever an Angel enters the battlefield under your control, you gain 4 life.
Whenever an Angel you control dies, create a 1/1 white Spirit creature token with flying.",5083,['W'],2.0,rare,4,Bishop of Wings,[],['W'],1,{W}{W}
Creature — Human Soldier,"Vigilance (Attacking doesn't cause this creature to tap.)
When Steadfast Sentry dies, put a +1/+1 counter on target creature you control.",16607,['W'],3.0,common,2,Steadfast Sentry,['Vigilance'],['W'],3,{2}{W}
Sorcery,Destroy all nonwhite creatures.,1848,['W'],7.0,rare,,Mass Calcify,[],['W'],,{5}{W}{W}
Creature — Elemental Dinosaur,"Trample
Whenever you cast a noncreature spell, put a +1/+1 counter on Pyroceratops.",16368,['R'],4.0,common,3,Pyroceratops,['Trample'],['R'],2,{3}{R}
Legendary Enchantment Creature — Harpy,"Flying
At the beginning of your end step, you may exile an enchantment card from your graveyard. If you do, create a 2/2 black Zombie creature token.",10571,['B'],2.0,rare,1,"Aphemia, the Cacophony",['Flying'],['B'],2,{1}{B}
Creature — Zombie,"When Screeching Skaab enters the battlefield, put the top two cards of your library into your graveyard.",10407,['U'],2.0,common,1,Screeching Skaab,[],['U'],2,{1}{U}
Enchantment — Aura,"Flash
Enchant creature
When enchanted creature dies, return that card to the battlefield under your control.",7274,['B'],3.0,uncommon,,Minion's Return,"['Enchant', 'Flash']",['B'],,{2}{B}
Creature — Human Knight,,16560,['W'],3.0,common,2,Knight of the Keep,[],['W'],3,{2}{W}
Enchantment Creature — Merfolk Soldier,,16705,['U'],4.0,common,5,Nyxborn Seaguard,[],['U'],2,{2}{U}{U}
Creature — Turtle,"Flash
Defender",8248,['U'],2.0,common,5,Riptide Turtle,"['Flash', 'Defender']",['U'],0,{1}{U}
